context,symbol,count
 vitupério\nDo torpe Ismaelita cavaleiro,\nDo Tur,c,1
nBizâncio tem a seu serviço indino:\nBoa injúri,a,1
mal que arreceava,\nPor se salvar a gente à costa, ,1
ece,\nQuando em Ônfale andava transformado.\nDe M,a,1
ço e valentia,\nOutro estrago e vitória clara e ,b,1
estruído.\n\n72\nO céu fere com gritos nisto a g,e,1
ta a fúria de Nereu.\n\n113\n"Queimou o sagrado t,e,1
açada;\nOs Brâmenes o têm por cousa nova;\nVend,o,1
o uma figura\nSe nos mostra no ar, robusta e váli,d,1
� ilustrado\nNo Brasil, com vencer e castigar\nO p,i,1
einos se servissem.\n\n76\nSão oferecimentos verd,a,1
spondendo ao mensageiro a tento,\nAs velas manda d,a,1
 soa\nO tom das frescas águas, entre as pedras,\n,Q,1
nSem marido, sem Reino, e sem ventura.\n\n105\n"Po,r,1
corrente,\nPor onde a Lei divina se acrescente."\n,\,1
luz perdeu, como enfiado.\n\n38\nE disse assim: "�,�,1
e no mar será ilustrado,\nTanto como qualquer Rom,a,1
\nE também as memórias gloriosas\nDaqueles Reis,, ,1
dade limpa e nua,\nPerdão alcançarás da culpa t,u,1
entos, ou das águas sem corrente,\nQue a nau pass,a,1
e despois os inimigos.\n\n71\n"Eis vem despois o p,a,1
om o som se ensoberbece;\n\n88\nCantem, louvem e e,s,1
ações idóneas com que venha;\nQue os seus baté,i,1
sa,\nMais afinando a fama Portuguesa.\n\n57\n"Por�,�,1
strada a nova terra, que deseja.\n\n29\n"E porque,, ,1
 quem tem de amor experiência;\nMas antes, tendo ,l,1
 luz perdeu, como enfiado.\n\n38\nE disse assim: ",�,1
a pela,\nQue sai com trovão do cobre ardente,\nFa,r,1
 eu só, filho do Padre sublimado,\nCom tantas qua,l,1
Índia e Egipto.\n\n38\n"Ali, Cafres selvagens pod,e,1
 despertava\nOs lírios e jasmins, que a calma agr,a,1
veramente,\nE não acha que é justo e bom respeit,o,1
pois, tocado de ambição\nE glória de mandar, am,a,1
os em modo airoso sobraçados:\nDa cinta para cima, ,1
ia e Gedrosia,\nVendo vários costumes, várias ma,n,1
eixarão, enquanto a vida\nOs não deixar, ou nela,s,1
ui, tanto que Bóreas nos ventou,\nTornamos a cort,a,1
seu despojo.\n\n44\n"Alguns vão maldizendo e blas,f,1
do novas vias,\nSó conduzidos de árduas esperan�,�,1
os as entranhas revolvendo,\nDesta maneira enfim l,h,1
nPelo Brúsio, Suécio e frio Dano.\n\n11\n"Entre ,e,1
 a luz perdeu, como enfiado.\n\n38\nE disse assim:, ,1
�oso\nDe todos os soberbos vitupérios,\nMais ladr,�,1
co a luz perdeu, como enfiado.\n\n38\nE disse assi,m,1
ós fazem os pássaros inicos.\n\n60\nPois a tape�,�,1
 choro lhe acrescente,\nPor lhe pôr em sossego o ,p,1
que a armada se levava.\nAs mulheres e filhos que ,s,1
as.\n\n62\n"E vós também, ó terras Transtaganas,,,1
ão\n(Por ser Rei) requeria, lhe falava.\nC'umas m,o,1
ois direi da sanguinosa guerra.\n\n6\n"Entre a Zon,a,1
te co'o gesto esforça e anima\nA qualquer coraç�,�,1
 enfim, com que pudesse\nRefocilar a lassa humanid,a,1
da que fora verdadeiro,\n\n12\nPor estes vos darei, ,1
stos, debaxo vai Diana.\n\n90\n"Em todos estes orb,e,1
 nenhum grande bem se alcança\nSem grandes opress,�,1
ar, geladas sempre as fontes.\n\n9\n"Aqui dos Cita,s,1
ardado!\n\n32\n"E se te move tanto a piedade\nDest,a,1
m pouco a luz perdeu, como enfiado.\n\n38\nE disse, ,1
is estanças cantara esta Sirena\nEm louvor do ilu,s,1
perigo, a mor afronta,\nPor vós, ó Rei, o espír,i,1
 do mesmo delicadas\nOs golpes do gibão ajunta e ,a,1
o corpo venerado\nDo Sacro Promontório conhecido\,n,1
lcano não consente\nQue dêem fogo às bombardas ,t,1
e mostra claro e radiante.\n\n10\nAs portas douro ,f,1
o não consente.\n\n22\n"Esta é a ditosa pátria ,m,1
ante.\nEste, pelo seu povo injuriado,\nA si se ent,r,1
, que em terra\nSacras aras e sacerdote sinto; vir,a,1
\n98\nE diz-lhe mais, com o falso pensamento\nCom ,q,1
itando a mão andavam\nNos duros corações da ple,b,1
a vingança.\nE não se acabará só nisto o dano\,n,1
tiga fama,\nQue ora dos naturais Nobá se chama.\n,\,1
e divino;\nQue, pois a ti nos manda, está mui cla,r,1
atéis, que vêm daquela\nQue mais chegada à terr,a,1
ue contra vossas pátrias, com profano\nCoração,, ,1
de acolher-se um fraco humano,\nOnde terá segura ,a,1
Aqueles que as cidades fazem rasas,\nFará que os ,s,1
ue ganhara\nPor tão longos trabalhos e acidentes,,\,1
o e rico,\nCom que minha tornada certifico.\n\n69\,n,1
sta sua, se esquecera\nDe Cipro, Gnido, Pafos e Ci,t,1
 Délio as rédeas vira\nQue o irmão de Lampécia, ,1
,\nUm pouco a luz perdeu, como enfiado.\n\n38\nE d,i,1
ro ardente, usança crua.\n\n127\n"Vês, passa por, ,1
 as honras, que ilustram tanto as vidas.\n\n95\nE ,f,1
ernoso.\nJugo de Reis diversos o constrange\nA vá,r,1
as Ursas, apesar de Juno,\nBanharem-se nas águas ,d,1
Mouros respondiam.\n\n107\nMas depois de ser tudo ,j,1
ebréia teve, e o pai Gentio.\nInformações. A Il,h,1
s prestantes\nVeias d'ouro que a terra produziu,\n,',1
\n\n66\nDaqui fomos cortando muitos dias\nEntre to,r,1
ra e vitupério,\nSofrendo morte injusta e insofr�,�,1
ndo fica o atónito Agareno:\nSalta da cama, lume ,a,1
\nOutros fazem vestidos de mil cores,\nCom letras ,e,1
eu braço em Ampaza, que deixada\nTerá por terra,, ,1
âmpagos ao mundo fulminantes,\nNo grã dilúvio, ,d,1
ares da Índia, e enxergavam\nOs tálamos do Sol, ,q,1
iligentes\nMinistros amostrar as armaduras:\nVêm ,a,1
nha debuxada\nSobre a única Fénix, Virgem pura;\,n,1
ar Monçaide, desejoso\nDe poder-se informar da ge,n,1
polo, de torvado,\nUm pouco a luz perdeu, como enf,i,1
Apolo, de torvado,\nUm pouco a luz perdeu, como en,f,1
as, que iam por diante.\n\n22\nPõe-se a Deusa com, ,1
e Deus foi vingada em tempo breve:\nTanta veneraç,�,1
as se escondia\nO filho de Latona; e o mensageiro\,n,1
sada\nLhe andar armando, que pôr em ventura\nA fr,o,1
 compadecem\nQue as costas dê, mas antes na espes,s,1
tradas,\nOs muros abaixaram de diamante\nAs Portug,u,1
tra terra comece, ou mar acabe.\n\n15\n"Assim pass,a,1
, quando alçado\nLhe disse eu:--Quem és tu? que ,e,1
deste Rei a fama estranha\nDo Herculano Calpe à C,�,1
Que só por tua altíssima bondade,\nDa gente a sa,l,1
te.\n\n31\nOuvido tinha aos Fados que viria\nUma g,e,1
cia,\nA morte sabes dar com fogo e ferro,\nSabe ta,m,1
o,\nAbrindo-o, vence as ondas e os perigos,\nOs ve,n,1
tro Mestre cruel de Calatrava;\nOs Pereiras també,m,1
mento.\n\n36\n"Mas a de Mir Hocém, que, abalroand,o,1
, e Apolo, de torvado,\nUm pouco a luz perdeu, com,o,1
Alegremente os Mouros que subiam;\nQue levemente u,m,1
leve, e à seta bem talhada,\nLhe vá mostrar a te,r,1
ele; um beija o manto,\nOutro louvor do Deus de To,m,1
\n\n39\n"Vês aqui trago as vidas inocentes\nDos f,i,1
 és juiz direito,\nRazões de quem parece que é ,s,1
o estupendo,\nCo'o poder excessivo de Granada,\nFo,i,1
ando vai, também do forte\nLionês não consente ,e,1
mais debaixo está do Pólo,\nOs montes Hiperbóre,o,1
corta e atravessa\nCom mais furor o mar do que cos,t,1
eu, e Apolo, de torvado,\nUm pouco a luz perdeu, c,o,1
 feroces, Abassis e Rumes,\nQue trazido de Roma o ,n,1
tão amado,\nTão querido de todos, e benquisto,\n,Q,1
ante.\n\n23\nEm luzentes assentos, marchetados\nDe, ,1
da Dione furiosa;\nNão sente quem a leva o doce p,e,1
ar ao Gaditano,\nNem das Boreais ondas ao Estreito,,,1
ntes tão possantes;\nPesa-lhe que tão longe o ap,o,1
ndo,\nOnde quer que eu viver, com fama e glória\n,V,1
tundo;\nVós, a quem não somente algum perigo\nEs,t,1
s partes vendo\nOnde o dia é comprido e onde brev,e,1
imada.\nAquelas proeminências gloriosas,\nOs triu,n,1
m pela Via-Láctea juntamente,\nConvocados da part,e,1
nações, que o Reno frio\nLava, e o Danúbio, Ama,s,1
nça lhe tocava\nCom fria mão o corpo enfraquecid,o,1
auto, e o grande e raro\nCastelhano, a quem fez o ,s,1
ares, templos, casas;\nAceso de ira, o Cão, não ,v,1
 no Olimpo consagrado.\n\n36\nMas Marte, que da De,u,1
 avante,\nOutra maldade iníqua cometendo,\nAinda ,e,1
a, Pérsia, Arábia e de Etiópia?\n\n102\n--"Ó m,a,1
O Céu tremeu, e Apolo, de torvado,\nUm pouco a lu,z,1
ido.\n\n8\nO Gama, que também considerava\nO temp,o,1
ssem viradas,\nNem as fundas areias que pudessem\n,T,1
as soltarão\nDa formosa e misérrima prisão."--\,n,1
so triste, e dino da memória,\nQue do sepulcro os, ,1
assento,\nE Vénus, que os amores traz consigo;\nM,e,1
�o benigno se despede,\nQue a todos amizade longa ,p,1
Luso arnês, couraça e malha\nRompe, corta, desfa,z,1
uro,\nO Céu tremeu, e Apolo, de torvado,\nUm pouc,o,1
 batéis não quer aventurar\nOnde lhos tome o ini,m,1
Bóreas) animada\nCo'o vento, o seco mato vai quei,m,1
chuças bravas:\n\n68\nAs bombas vêm de fogo, e j,u,1
 por isso o Paraíso.\n\n6\nEste, de quem se os Mo,u,1
gurança\nDa figura nos muros, que primeira\nSubin,d,1
ue vibra os feros raios de Vulcano,\nNum assento d,e,1
desgosto,\nMas sempre fora dele maltratado,\nE tin,h,1
oze vencedores\nNos seus paços, com festas e aleg,r,1
nDe ir ajudar o pai ambicioso,\nQue então lhe foi, ,1
em extremo desejoso\nDe te ver, como cousa nomeada,,,1
te sem Lei, quási infinita.\n\n93\n"Vê do Benomo,t,1
atar na água o fogo que nele arde.\n\n74\nQual c�,�,1
zem todos vias.\nDo Duque são com festa agasalhad,o,1
 puro,\nO Céu tremeu, e Apolo, de torvado,\nUm po,u,1
elas,\nQue mais formosas vinham que as estrelas.\n,\,1
pravam;\nOs olhos contra seu querer abertos,\nAlas, ,1
,\nQue de Cristo lá guarda o santo rito.\n\n63\n",P,1
Rugeiro,\nE Orlando, inda que fora verdadeiro,\n\n,1,1
�ncia Jalofo, que reparte\nPor diversas nações a, ,1
es, estreitas e compridas:\nAs velas, com que, vê,m,1
Castro forte,\nE outros em quem poder não teve a ,m,1
ns com suspiros que arrancavam;\nMães, esposas, i,r,1
 suas mesmas setas traspassado:\nQue quem vai cont,r,1
do oculta e preciosa.\nDe São Lourenço vê a Ilh,a,1
, e sábio em todo o dano,\nDe quem fiar-se possa ,u,1
ente;\nMas deixa os feitos seus inexplicáveis,\nV,�,1
rrido tinham?\nOs fortes Lusitanos lhe tornavam\nA,s,1
o Rei o ao Reino tal serviço,\nUm Egas, e um D. F,u,1
duras:\nVêm arneses, e peitos reluzentes,\nMalhas, ,1
ólio puro,\nO Céu tremeu, e Apolo, de torvado,\n,U,1
uros de Vandália em fera guerra;\nOs inimigos rom,p,1
co'o Tigre o Eufrates se mistura,\nQue as fontes o,n,1
orna entre alegre magoada,\nDesta arte a Deusa, a ,q,1
a\nDe todos os que as ondas navegamos\nDe Quíloa,, ,1
 Guarda soberana\nNão acudir à fraca força huma,n,1
e na espada.\n\n15\n"Em torno o cerca o Reino Nept,u,1
o rebelde, por que emende\nErros grandes, que há ,d,1
e Proteio.\nNem, Camenas, também cuideis que cant,o,1
dade,\nRei benigno, da gente Lusitana,\nQue com ta,n,1
 clara Deia,\nOnde a gente belígera se estende.\n,A,1
obem à capitania; e toda a gente\nMonçaide receb,e,1
, prometendo\nQue ele faria dar-lhe obediência.\n,L,1
 mal que arreceava,\nPor se salvar a gente à cost,a,1
inas,\nEstá co a bela Deusa o claro Gama.\nDe igu,a,1
is já passados,\nOutras Sirtes e baixos arenosos,,\,1
�o lhe manda e pede;\nQue a ilha é possuída da m,a,1
ue Deus fora vendido,\nEscrevendo a memória em v�,�,1
e e severo,\nMostrar-lhe a formosura de Diana;\nE ,g,1
s empresas se oferece,\nDe soberbo e de altivo cor,a,1
nQue não podia certo haver suspeita\nNuma mostra ,t,1
rrífico se rende.\nCo ela o Castelhano, e com des,t,1
\nJá as costas dão e as vidas; já falece\nO fur,o,1
outro atravessando;\nO mestre astuto em vão da po,p,1
u mandado,\nQue a mais por tal senhor está obriga,d,1
os e esperanças.\n\n55\n--"Já néscio, já da gu,e,1
a fera morte.\nVês aqui as mãos e a língua deli,n,1
o de Filipo nesta parte\nTanto poder, que tudo sub,m,1
s d'ouro que a terra produziu,\n'Aurea', por epit�,�,1
 navegando,\nAnafis sonoros vão tocando.\n\n48\nC,o,1
nCom uma coroa e ceptro rutilante,\nDe outra pedra, ,1
O Gama e Portugueses no aposento\nDo nobre Regedor, ,1
molesto,\nQue a cidade queimasse onde vivia,\nNem ,t,1
nMui grande multidão da Assíria gente,\nSujeita ,a,1
nte,\nQue possa mais amar-te, mas temer-te;\nQue a,m,1
vós favor ao novo atrevimento,\nPara que estes me,u,1
o no sólio puro,\nO Céu tremeu, e Apolo, de torv,a,1
Céu deseja.\n\n40\n"E tu, Padre de grande fortale,z,1
s muito excede\nA Moçambique esta ilha, que se ch,a,1
ra e Zéfiro adornada;\n\n41\n"Ali, com mil refres,c,1
 está no meio\nDas águas, que tão baixa começo,u,1
mentirosas,\nLouvar os vossos, como nas estranhas\,n,1
 mais alto lhe foi dado,\nAlto poder, que só co'o, ,1
nDe mandados de Deus, como Tomé,\nDizei: se sois ,m,1
viz, onde se lhe ate\nObrigação de dar o reino i,n,1
 por mau zelo e por crueza\nDesejar mal a tanta fo,r,1
rezado;\nE, para mais sinal d'amor profundo,\nQuis, ,1
estava posto.\nFoi a batalha tão sanguina e fera,,\,1
a,\nLigeiros e feroces, de alta raça;\nOlha a cos,t,1
rudência que nos anos,\nGovernará; e fará o dit,o,1
nFuge, que o vento, e o Céu te favorece;\nSereno ,o,1
ão no sólio puro,\nO Céu tremeu, e Apolo, de to,r,1
\n69\nPorém disto, que o Mouro aqui notou,\nE de ,t,1
.\n\n138\n"Do justo e duro Pedro nasce o brando,\n,(,1
09\n"Aqui a cidade foi que se chamava\nMeliapor, f,e,1
� que a lança em sangue banha\nDestes, só por li,v,1
 os Íncolas primeiros.\n\n22\n"Desta o pastor nas,c,1
s soldados animosos\nA dar à bomba; e, tanto que ,c,1
es lhe rogava,\nQue o leve à terra onde esta gent,e,1
se com verdade:\nQue foram presos os feitores, qua,n,1
 agudas proas apartando\nIam as vias húmidas de a,r,1
e que criou todo o Hemisfério,\nTudo o que sente,, ,1
o bastão no sólio puro,\nO Céu tremeu, e Apolo,, ,1
regrinas;\nPorém da armada a gente vigiava,\nComo, ,1
santa Cidade desfizeste\nDo povo pertinaz no antig,o,1
 Castelhano, que casado\nCom Teresa, sua filha, o ,C,1
te descuidada,\nCairão facilmente na cilada.\n\n8,1,1
o,\nDas honras e dinheiro, que a ventura\nForjou, ,e,1
 vida escura,\nSem marido, sem Reino, e sem ventur,a,1
68\nTinha uma volta dado o Sol ardente\nE noutro c,o,1
nMas neste passo a Ninfa, o som canoro\nAbaxando, ,f,1
e, que tem preso,\nEm pedra não, mas em desejo ac,e,1
e, nos tempos já passados,\nA grande força nunca, ,1
ar as armaduras:\nVêm arneses, e peitos reluzente,s,1
E aqueles onde sempre sopra Eolo,\nE co'o nome, do,s,1
e alevante.\n\n84\nJá o raio Apolíneo visitava\n,O,1
nToma sem tento as armas mui depressa;\nNão foge;, ,1
 alevantada,\nDizendo que esta filha ao pai sucede,,,1
 mim, da Lei, das armas que trazia.\nNem sou da te,r,1
ela, cravo, ardente especiaria,\nOu droga salutíf,e,1
nto do bastão no sólio puro,\nO Céu tremeu, e A,p,1
lor sanguinolento\nDas armas no seu braço resplan,d,1
 o amo,\nSendo tu tanto contra meu desejo!\nPor el,e,1
 quem lhe deu vitória.\nMas Nuno, que não quer p,o,1
ouros, não cuidada, e juntamente\nO piloto fugir-,l,1
manecem;\nA qualquer seus amigos favorecem.\n\n35\,n,1
sem defesa, esteve perto\nDe destruir-se o Reino t,o,1
im se lhe dará,\nNão sem sangue, porém, que nel,e,1
m o conto do bastão no sólio puro,\nO Céu treme,u,1
 bramando,\nMais e mais a tormenta acrescentavam\n,P,1
viu dizer, que noutra terra\nCom gente de sua Lei ,t,1
a entre ovelhas ser leão.\n\n69\nPorém disto, qu,e,1
rido, em cima salta.\n\n49\nNão eram ancorados, q,u,1
e o Catual iam falando\nNas coisas, que lhe o temp,o,1
e é cristal o que vê, se diamante,\nQue assim se, ,1
ade tão forte por ventura\nHaverá que resista, s,e,1
Com o conto do bastão no sólio puro,\nO Céu tre,m,1
to, a Hidra brava,\nDescer enfim às sombras vãs ,e,1
do aceso\nColos incêndios dos vossos pelejando,\n,L,1
indo a roxa entrada\nAo claro Hiperiónio, que aco,r,1
da!\nNa terra tanta guerra, tanto engano,\nTanta n,e,1
�s, no tempo antigo Lícia gente,\nSe sentem por v,e,1
 frotas do Egipto a potestade.\nOlha as águas nas, ,1
s descansos que esperava,\nDas capelas de louro qu,e,1
 tinha vista,\nQue viu de Deus a carne em si lavad,a,1
\n\n72\nEra no tempo alegre, quando entrava\nNo ro,u,1
nfim voou,\nPorque coa água a jacente água molhe,:,1
, e terra que dissera..\n\n65\nE que entanto podia, ,1
\nCom o conto do bastão no sólio puro,\nO Céu t,r,1
cuido foi este em que viveis?\nQuem pode ser que t,a,1
 seta o Mouro vai tirando\nSem força, de covarde ,e,1
 peregrinando,\nNovos trabalhos vendo, e novos dan,o,1
radas,\nNem as fundas areias que pudessem\nTanto o,s,1
he tirar o filho que tem preso,\nCrendo co'o sangu,e,1
que de Luso vem, seu tão privado;\nMas esta tenç,�,1
nha\nSó para refrigério, e doce amparo\nDesta ca,n,1
 temor do pensamento:\nAssim no Reino forte aconte,c,1
nte,\nCom o conto do bastão no sólio puro,\nO C�,�,1
 honra ou fama alguns perigos:\nEste deprava às v,e,1
áureo leito,\nOnde imaginações mais certas são,?,1
ões de quem parece que é suspeito.\n\n39\n"Que, ,s,1
ante,\nCom o conto do bastão no sólio puro,\nO C,�,1
 seu Pedro, que lhe ouvistes,\nPor muito grande es,p,1
 e natural fidelidade:\nNegam o Rei e a pátria, e,,,1
mpo desce enfim desesperado;\nNovo remédio em ter,r,1
ações diferentes triunfando.\nE sujeita a rica �,�,1
ia grande e sonorosa,\nE não de agreste avena ou ,f,1
 pena:\nPara que o senhor salve, a si condena.\n\n,1,1
�o ao companheiro.\nDestarte, o peito um calo honr,o,1
uarda não se esconde\nDas quinas e castelos o pen,d,1
�o prezara,\nQue vinte Babilónias que tomara.\n\n,4,1
�s vezes a cabeça, descontente,\nA voz pesada um ,p,1
 mar o irado Eolo,\nVimos as Ursas, apesar de Juno,,,1
do, os presentes que traziam,\nA cidade correram, ,e,1
a penetrante,\nCom o conto do bastão no sólio pu,r,1
e,\nComo ele prometera, ao Castelhano.\nFez com si,s,1
o, que as âncoras levavam,\nNa sombra escura os M,o,1
ue o mundo fendem,\nNão menos é trabalho, que gr,a,1
 campo revestido de boninas;\nOs furiosos ventos r,e,1
cada penetrante,\nCom o conto do bastão no sólio, ,1
umado,\nQue, posto que é de amor usança boa,\nA ,q,1
berto.\nÓ grandes e gravíssimos perigos!\nÓ cam,i,1
nto, e o Céu te favorece;\nSereno o tempo tens e ,o,1
io triste e miserando,\nDos procelosos baxos escap,a,1
, para na guerra esclarecer-se,\nVinham a ele e à, ,1
ue lhe vinha,\nFoi dele alegremente agasalhado;\nE, ,1
perigos e guerras esforçados,\nMais do que promet,i,1
 na errada Seita creram,\nTanto por todo o mundo s,e,1
metais ornados reluzentes,\nMandados da Rainha, qu,e,1
ta cavaleiro,\nDo Turco oriental, e do Gentio,\nQu,e,1
lhos dava,\nA outra gente a quartos vigiava;\n\n61,\,1
s clara,\nQuando, com muito poucos Portugueses,\nO,s,1
 que na terra podes reformá-la,\nQue a natureza o,b,1
,\nRecebendo o piloto, que lhe vinha,\nFoi dele al,e,1
u nasci, progénie forte e bela,\nE tome exemplo o, ,1
ue lavavam.\n\n71\n"Conceito digno foi do ramo cla,r,1
á quase junto donde o Sol ardendo\nIguala o dia e, ,1
ar-lhe o Rei benino,\nMovido das palavras que o ma,g,1
to,\nCileneu em sonhos; e partia\nPara onde o sonh,o,1
e todo o mar têm destruído\nCom roubos, com inc�,�,1
o\nA cítara para eles só cobiço.\nPois pelos do,z,1
efesa ou peito de aço.\nDe alcançar tal vitória, ,1
nada\nDo enganoso ardil, que o Mouro urdia,\nDele ,m,1
ando.\nRelâmpados medonhos não cessavam,\nFeros ,t,1
alor;\nTodos de grande esforço; e assim parece\nQ,u,1
nA companhia santa está pintada\nDos doze, tão t,o,1
he atravessa.\n\n118\n"Choraram-te, Tomé, o Gange, ,1
� na terceira Esfera recebida\nAvante passa, e lá, ,1
Tal a grande coluna, enchendo, aumenta\nA si, e a ,n,1
do\nDos filhos e das filhas que gerara;\nVem Nereu,,,1
reio o que podeis!"\n\n46\n"Com tal milagre os ân,i,1
Índia ser cantado\nDe quantos bebem a água de Pa,r,1
ançam os que são de fama amigos\nAs honras imort,a,1
\nSalta, corre, sibila, acena, e brada,\nMas o ani,m,1
 glorioso\nLogo cada um dos Deuses se partiu,\nFaz,e,1
\nSilves, que ele ganhou com força ingente:\nÉ D,o,1
tos, que Deus o quis, e permitiu:\nOs que foram ro,u,1
bastante\nDe Ninfa que sustente o dum Gigante?\n\n,5,1
meio se sublima,\nDas insígnias Reais acompanhado,,,1
\nNinfas com os seus amados navegantes,\nOs ornam ,d,1
ota\nPor ir buscar a morte não cuidada,\nNão con,s,1
nzela\nEurídice, tocando a lira de ouro,\nTal a g,e,1
:\nE dando uma pancada penetrante,\nCom o conto do, ,1
 nos Reinos ocioso\nO mancebo Joane, e logo ordena,\,1
entos\nDe Viriato tanto se ilustraram,\nE deles al,c,1
o:\nE dando uma pancada penetrante,\nCom o conto d,o,1
do.\nAqui vereis, ó Deuses, como ensinam\nO mal t,a,1
recebida\nAvante passa, e lá no sexto Céu,\nPara, ,1
ro:\nE dando uma pancada penetrante,\nCom o conto ,d,1
a sorte\nFoi refazer-se o inimigo magoado;\nMas, c,o,1
 duro:\nE dando uma pancada penetrante,\nCom o con,t,1
ncedido\nRefrear o soberbo povo duro,\nNão menos ,d,1
De outra pedra mais clara que diamante.\n\n23\nEm ,l,1
s.\nEles, como acordados os sentiram,\nVoando, e n,�,1
 buscasse.\n\n83\nE busca mais, para o cuidado eng,a,1
icana rodeado,\nDiversos céus e terras temos vist,o,1
sos namoradas;\nHarpias que o manjar lhe contamine,m,1
zela\nEurídice, tocando a lira de ouro,\nTal a ge,n,1
rra, cautamente aparelhavam\nArmas e munições qu,e,1
nDo velho Hespério, Hespérides chamadas;\nTerras, ,1
o do Céu\nO fogo que ajuntou ao peito humano,\nFo,g,1
as que de forte gente.\nAqui se enxerga lá do mar, ,1
como Crê.\nE porque tudo note e tudo veja,\nAo Ca,p,1
gindo, a seta o Mouro vai tirando\nSem força, de ,c,1
vos laços\nLhe maquinava, nada lhe concede,\nInte,r,1
o céu e a terra espanta.\nSi; mas aquele Herói, ,q,1
as não lhe sucedeu como cuidava.\n\n45\nEis apare,c,1
s\nSinal, que ao nosso Rei de ti levemos.\n\n74\n",E,1
er, armado, forte e duro:\nE dando uma pancada pen,e,1
onhou dá conta estreita.\n\n52\nDiversos parecere,s,1
éu feriam,\nInstrumentos altíssonos tangiam.\n\n,9,1
De vir por água a terra apercebido.\nA gente nos ,b,1
larece toda Ausónía,\nA cuja voz altíssona e di,v,1
utilavam\nPelas argênteas ondas Neptuninas,\nAs e,s,1
 inclinando, consentiu\nNo que disse Mavorte valer,o,1
 de usança\nNovos e vários são os habitantes:\n,O,1
ica,\nDe seus senhores mortos cheia fica.\n\n82\n",L,1
grandíloquo e corrente,\nPorque de vossas águas,, ,1
nDa verdadeira Índia, que aparece;\nE se do mundo, ,1
 vasos de vidro, e do que deitam,\nOs de Faeton qu,e,1
\nDe Júpiter, armado, forte e duro:\nE dando uma ,p,1
da cortesia.\nNisto Febo nas águas encerrou,\nCo',o,1
 que em memória\nVença ou iguale os grandes já ,p,1
nDa grande multidão da cega gente,\nPara quem sã,o,1
ilo obedece, que criaste,\nSe esta gente, que busc,a,1
m lança estranha\nSe tem, que por vencidos se con,h,1
cando algum remédio a meus pesares,\nPor ver o pr,e,1
taram os batéis a curta via\nDas águas de Neptun,o,1
ue as Ninfas do Oceano tão formosas,\nTethys, e a, ,1
a,\nPõem uns poucos diante por negaça,\n\n87\nAn,d,1
 Amor te ferirá, gentil donzela,\nE tu me esperar,�,1
te\nDe Júpiter, armado, forte e duro:\nE dando um,a,1
uso, ou Lisa, que de Baco antigo\nFilhos foram, pa,r,1
o pensamento\nGoverna o Céu, a Terra, e o Mar ira,d,1
ica cama\nLhe oferece, em que vá, costume usado,\,n,1
 ver só concorre leda;\nLuzem da fina púrpura as, ,1
ente se alvoroça, e de alegria\nNão sabe mais qu,e,1
s arneses: bravo estrago!\nChamam (segundo as leis, ,1
ueu das Quinis a bandeira.\n\n20\n"Vê-lo cá, don,d,1
 Marte furioso,\nE sem a fúria horrenda de Vulcan,o,1
ortando\nAs marítimas águas consagradas,\nQue do, ,1
ente,\nE mil vezes tiranos torna os Reis.\nAté os, ,1
grã rodeio\nA costa negra de África, e tornava\n,A,1
to seja.\nSeus ministros ajunta, por que leve\nEx�,�,1
conheça\nEm tudo aquilo que ele e os seus puderem,,,1
 elmo açouta as ancas.\n\n65\n"Algum dali tomou p,e,1
deixou\nAs que Ele para si na Cruz tomou)\n\n8\nV�,�,1
das gentes tão possantes;\nPesa-lhe que tão long,e,1
 vêm daquela\nQue mais chegada à terra parecia,\,n,1
identais,\nVivem só de piráticas rapinas,\nSem R,e,1
eptuninas,\nAs estrelas os Céus acompanhavam,\nQu,a,1
ara Faraó, Siquém por Dina.\n\n141\n"E pois se o,s,1
s de abrigo nuas;\nEngolindo o corrupto mantimento,,,1
 com pouca força e gente;\nE vereis Calecu desbar,a,1
 ornado,\nDando-lhe a entender que ali viera\nPor ,a,1
\nQue os pensamentos eram de inimigos,\nSegundo fo,i,1
\n"E se te move tanto a piedade\nDesta mísera gen,t,1
tuguesa.\n\n47\n"Destas e outras vitórias longame,n,1
Não menos nos engenhos, que na espada.\n\n15\n"Em, ,1
ratada\nDa menina que a trouxe na capela,\nO cheir,o,1
uguesa\nHá-de haver quem refuse o pátrio Marte?,,\,1
heia\nDe lenhos inimigos e artifícios\nContra os ,L,1
, e peitos reluzentes,\nMalhas finas, e lâminas s,e,1
ncidos,\n\n54\n"E nestes cinco escudos pinta os tr,i,1
\n11\n"As Dórcadas passamos, povoadas\nDas Irmãs,,,1
ia bela e fina,\nCom que se cobre o rústico terre,n,1
mar a gente belicosa,\nJá lá da banda do Austro ,e,1
 Pomona.\nPois se as aves no ar cantando voam,\nAl,e,1
e Mafamede,\nDos ódios concebidos não remoto\nCo,n,1
m braço do Sarmático Oceano\nPelo Brúsio, Suéc,i,1
ireito\nGuardar-se a lei do Rei severamente,\nE n�,�,1
todos, porque crêm\nQue a presa desejada certa t�,�,1
er, se pôs diante\nDe Júpiter, armado, forte e d,u,1
escravo,\nE se Antenor os seios penetrou\nIlírico,s,1
e de Cristo não havia,\nMas a que a Mahamede cele,b,1
o Rei nas mãos a chave\nDeste cometimento grande ,e,1
\nSobre cabelo; louros à porfia.\nQuem não dirá, ,1
