context,symbol,count
ntes muito cabe.\nMais em particular o experto sab,e,1
cientes muito cabe.\nMais em particular o experto ,s,1
m cientes muito cabe.\nMais em particular o expert,o,1
 em cientes muito cabe.\nMais em particular o expe,r,1
 que em cientes muito cabe.\nMais em particular o ,e,1
sto que em cientes muito cabe.\nMais em particular, ,1
e, posto que em cientes muito cabe.\nMais em parti,c,1
,\nQue, posto que em cientes muito cabe.\nMais em ,p,1
s,\nQue, posto que em cientes muito cabe.\nMais em, ,1
es,\nQue, posto que em cientes muito cabe.\nMais e,m,1
ses,\nQue, posto que em cientes muito cabe.\nMais ,e,1
eses,\nQue, posto que em cientes muito cabe.\nMais, ,1
meses,\nQue, posto que em cientes muito cabe.\nMai,s,1
os meses,\nQue, posto que em cientes muito cabe.\n,M,1
s, largos meses,\nQue, posto que em cientes muito ,c,1
nos, largos meses,\nQue, posto que em cientes muit,o,1
 anos, largos meses,\nQue, posto que em cientes mu,i,1
s anos, largos meses,\nQue, posto que em cientes m,u,1
os anos, largos meses,\nQue, posto que em cientes ,m,1
 largos anos, largos meses,\nQue, posto que em cie,n,1
m largos anos, largos meses,\nQue, posto que em ci,e,1
am largos anos, largos meses,\nQue, posto que em c,i,1
iram largos anos, largos meses,\nQue, posto que em, ,1
viram largos anos, largos meses,\nQue, posto que e,m,1
e viram largos anos, largos meses,\nQue, posto que, ,1
ue viram largos anos, largos meses,\nQue, posto qu,e,1
nQue viram largos anos, largos meses,\nQue, posto ,q,1
\nQue viram largos anos, largos meses,\nQue, posto, ,1
s\nQue viram largos anos, largos meses,\nQue, post,o,1
os\nQue viram largos anos, largos meses,\nQue, pos,t,1
ados\nQue viram largos anos, largos meses,\nQue, p,o,1
primentados\nQue viram largos anos, largos meses,\,n,1
exprimentados\nQue viram largos anos, largos meses,,,1
 d'exprimentados\nQue viram largos anos, largos me,s,1
ó d'exprimentados\nQue viram largos anos, largos ,m,1
lho só d'exprimentados\nQue viram largos anos, la,r,1
elho só d'exprimentados\nQue viram largos anos, l,a,1
onselho só d'exprimentados\nQue viram largos anos,,,1
conselho só d'exprimentados\nQue viram largos ano,s,1
i conselho só d'exprimentados\nQue viram largos a,n,1
Tomai conselho só d'exprimentados\nQue viram larg,o,1
nTomai conselho só d'exprimentados\nQue viram lar,g,1
.\nTomai conselho só d'exprimentados\nQue viram l,a,1
ueses.\nTomai conselho só d'exprimentados\nQue vi,r,1
gueses.\nTomai conselho só d'exprimentados\nQue v,i,1
ortugueses.\nTomai conselho só d'exprimentados\nQ,u,1
os Portugueses.\nTomai conselho só d'exprimentado,s,1
 os Portugueses.\nTomai conselho só d'exprimentad,o,1
r, os Portugueses.\nTomai conselho só d'expriment,a,1
ar, os Portugueses.\nTomai conselho só d'exprimen,t,1
ndar, os Portugueses.\nTomai conselho só d'exprim,e,1
a mandar, os Portugueses.\nTomai conselho só d'ex,p,1
era mandar, os Portugueses.\nTomai conselho só d',e,1
que pera mandar, os Portugueses.\nTomai conselho s,�,1
,\nMais que pera mandar, os Portugueses.\nTomai co,n,1
s,\nMais que pera mandar, os Portugueses.\nTomai c,o,1
os,\nMais que pera mandar, os Portugueses.\nTomai ,c,1
dos,\nMais que pera mandar, os Portugueses.\nTomai, ,1
ados,\nMais que pera mandar, os Portugueses.\nToma,i,1
ndados,\nMais que pera mandar, os Portugueses.\nTo,m,1
ra mandados,\nMais que pera mandar, os Portugueses,.,1
 pera mandados,\nMais que pera mandar, os Portugue,s,1
são pera mandados,\nMais que pera mandar, os Port,u,1
 são pera mandados,\nMais que pera mandar, os Por,t,1
que são pera mandados,\nMais que pera mandar, os ,P,1
er que são pera mandados,\nMais que pera mandar, ,o,1
am dizer que são pera mandados,\nMais que pera ma,n,1
ssam dizer que são pera mandados,\nMais que pera ,m,1
Possam dizer que são pera mandados,\nMais que per,a,1
nPossam dizer que são pera mandados,\nMais que pe,r,1
\nPossam dizer que são pera mandados,\nMais que p,e,1
,\nPossam dizer que são pera mandados,\nMais que ,p,1
s,\nPossam dizer que são pera mandados,\nMais que, ,1
es,\nPossam dizer que são pera mandados,\nMais qu,e,1
eses,\nPossam dizer que são pera mandados,\nMais ,q,1
ngleses,\nPossam dizer que são pera mandados,\nMa,i,1
s e Ingleses,\nPossam dizer que são pera mandados,,,1
talos e Ingleses,\nPossam dizer que são pera mand,a,1
Ítalos e Ingleses,\nPossam dizer que são pera ma,n,1
, Ítalos e Ingleses,\nPossam dizer que são pera ,m,1
s, Ítalos e Ingleses,\nPossam dizer que são pera, ,1
os, Ítalos e Ingleses,\nPossam dizer que são per,a,1
�es, Galos, Ítalos e Ingleses,\nPossam dizer que ,s,1
ães, Galos, Ítalos e Ingleses,\nPossam dizer que, ,1
lemães, Galos, Ítalos e Ingleses,\nPossam dizer ,q,1
Alemães, Galos, Ítalos e Ingleses,\nPossam dizer, ,1
\nAlemães, Galos, Ítalos e Ingleses,\nPossam diz,e,1
os\nAlemães, Galos, Ítalos e Ingleses,\nPossam d,i,1
ados\nAlemães, Galos, Ítalos e Ingleses,\nPossam, ,1
rados\nAlemães, Galos, Ítalos e Ingleses,\nPossa,m,1
dmirados\nAlemães, Galos, Ítalos e Ingleses,\nPo,s,1
admirados\nAlemães, Galos, Ítalos e Ingleses,\nP,o,1
 admirados\nAlemães, Galos, Ítalos e Ingleses,\n,P,1
os admirados\nAlemães, Galos, Ítalos e Ingleses,,\,1
 os admirados\nAlemães, Galos, Ítalos e Ingleses,,,1
a os admirados\nAlemães, Galos, Ítalos e Inglese,s,1
ca os admirados\nAlemães, Galos, Ítalos e Ingles,e,1
nca os admirados\nAlemães, Galos, Ítalos e Ingle,s,1
unca os admirados\nAlemães, Galos, Ítalos e Ingl,e,1
ue nunca os admirados\nAlemães, Galos, Ítalos e ,I,1
, que nunca os admirados\nAlemães, Galos, Ítalos, ,1
or, que nunca os admirados\nAlemães, Galos, Ítal,o,1
nhor, que nunca os admirados\nAlemães, Galos, Ít,a,1
ei, Senhor, que nunca os admirados\nAlemães, Galo,s,1
azei, Senhor, que nunca os admirados\nAlemães, Ga,l,1
\nFazei, Senhor, que nunca os admirados\nAlemães,, ,1
n152\nFazei, Senhor, que nunca os admirados\nAlem�,�,1
\n152\nFazei, Senhor, que nunca os admirados\nAlem,�,1
n\n152\nFazei, Senhor, que nunca os admirados\nAle,m,1
\n\n152\nFazei, Senhor, que nunca os admirados\nAl,e,1
vos.\n\n152\nFazei, Senhor, que nunca os admirados,\,1
ssivos.\n\n152\nFazei, Senhor, que nunca os admira,d,1
cessivos.\n\n152\nFazei, Senhor, que nunca os admi,r,1
 excessivos.\n\n152\nFazei, Senhor, que nunca os a,d,1
s excessivos.\n\n152\nFazei, Senhor, que nunca os ,a,1
alhos excessivos.\n\n152\nFazei, Senhor, que nunca, ,1
balhos excessivos.\n\n152\nFazei, Senhor, que nunc,a,1
abalhos excessivos.\n\n152\nFazei, Senhor, que nun,c,1
rabalhos excessivos.\n\n152\nFazei, Senhor, que nu,n,1
 trabalhos excessivos.\n\n152\nFazei, Senhor, que ,n,1
s trabalhos excessivos.\n\n152\nFazei, Senhor, que, ,1
é mais) os trabalhos excessivos.\n\n152\nFazei, S,e,1
que é mais) os trabalhos excessivos.\n\n152\nFaze,i,1
 que é mais) os trabalhos excessivos.\n\n152\nFaz,e,1
o que é mais) os trabalhos excessivos.\n\n152\nFa,z,1
(o que é mais) os trabalhos excessivos.\n\n152\nF,a,1
 (o que é mais) os trabalhos excessivos.\n\n152\n,F,1
nE (o que é mais) os trabalhos excessivos.\n\n152,\,1
,\nE (o que é mais) os trabalhos excessivos.\n\n1,5,1
s,\nE (o que é mais) os trabalhos excessivos.\n\n,1,1
os,\nE (o que é mais) os trabalhos excessivos.\n\,n,1
 vivos,\nE (o que é mais) os trabalhos excessivos,.,1
ns, os vivos,\nE (o que é mais) os trabalhos exce,s,1
 uns, os vivos,\nE (o que é mais) os trabalhos ex,c,1
em: uns, os vivos,\nE (o que é mais) os trabalhos, ,1
cem: uns, os vivos,\nE (o que é mais) os trabalho,s,1
 vencem: uns, os vivos,\nE (o que é mais) os trab,a,1
inimigos vencem: uns, os vivos,\nE (o que é mais), ,1
ous inimigos vencem: uns, os vivos,\nE (o que é m,a,1
e,\nDous inimigos vencem: uns, os vivos,\nE (o que, ,1
nte,\nDous inimigos vencem: uns, os vivos,\nE (o q,u,1
ente,\nDous inimigos vencem: uns, os vivos,\nE (o ,q,1
igente,\nDous inimigos vencem: uns, os vivos,\nE (,o,1
o diligente,\nDous inimigos vencem: uns, os vivos,,\,1
so diligente,\nDous inimigos vencem: uns, os vivos,,,1
 com passo diligente,\nDous inimigos vencem: uns, ,o,1
r, com passo diligente,\nDous inimigos vencem: uns,,,1
rvir, com passo diligente,\nDous inimigos vencem: ,u,1
 servir, com passo diligente,\nDous inimigos vence,m,1
�o servir, com passo diligente,\nDous inimigos ven,c,1
ão servir, com passo diligente,\nDous inimigos ve,n,1
 vão servir, com passo diligente,\nDous inimigos ,v,1
os vão servir, com passo diligente,\nDous inimigo,s,1
a\nVos vão servir, com passo diligente,\nDous ini,m,1
ima\nVos vão servir, com passo diligente,\nDous i,n,1
lima\nVos vão servir, com passo diligente,\nDous ,i,1
o clima\nVos vão servir, com passo diligente,\nDo,u,1
moto clima\nVos vão servir, com passo diligente,\,n,1
emoto clima\nVos vão servir, com passo diligente,,\,1
remoto clima\nVos vão servir, com passo diligente,,,1
 remoto clima\nVos vão servir, com passo diligent,e,1
a tão remoto clima\nVos vão servir, com passo di,l,1
ue a tão remoto clima\nVos vão servir, com passo, ,1
 que a tão remoto clima\nVos vão servir, com pas,s,1
les que a tão remoto clima\nVos vão servir, com ,p,1
eles que a tão remoto clima\nVos vão servir, com, ,1
ueles que a tão remoto clima\nVos vão servir, co,m,1
aqueles que a tão remoto clima\nVos vão servir, ,c,1
 aqueles que a tão remoto clima\nVos vão servir,, ,1
s aqueles que a tão remoto clima\nVos vão servir,,,1
ois aqueles que a tão remoto clima\nVos vão serv,i,1
Pois aqueles que a tão remoto clima\nVos vão ser,v,1
nPois aqueles que a tão remoto clima\nVos vão se,r,1
ente.\nPois aqueles que a tão remoto clima\nVos v,�,1
eminente.\nPois aqueles que a tão remoto clima\nV,o,1
preminente.\nPois aqueles que a tão remoto clima\,n,1
io preminente.\nPois aqueles que a tão remoto cli,m,1
rio preminente.\nPois aqueles que a tão remoto cl,i,1
ério preminente.\nPois aqueles que a tão remoto ,c,1
pério preminente.\nPois aqueles que a tão remoto, ,1
mpério preminente.\nPois aqueles que a tão remot,o,1
 Império preminente.\nPois aqueles que a tão rem,o,1
sso Império preminente.\nPois aqueles que a tão ,r,1
inda vosso Império preminente.\nPois aqueles que ,a,1
as inda vosso Império preminente.\nPois aqueles q,u,1
Mas inda vosso Império preminente.\nPois aqueles ,q,1
nMas inda vosso Império preminente.\nPois aqueles, ,1
\nMas inda vosso Império preminente.\nPois aquele,s,1
a,\nMas inda vosso Império preminente.\nPois aque,l,1
cima,\nMas inda vosso Império preminente.\nPois a,q,1
 cima,\nMas inda vosso Império preminente.\nPois ,a,1
e cima,\nMas inda vosso Império preminente.\nPois, ,1
de cima,\nMas inda vosso Império preminente.\nPoi,s,1
 a Lei de cima,\nMas inda vosso Império preminent,e,1
nte a Lei de cima,\nMas inda vosso Império premin,e,1
sòmente a Lei de cima,\nMas inda vosso Império p,r,1
�o sòmente a Lei de cima,\nMas inda vosso Impéri,o,1
ão sòmente a Lei de cima,\nMas inda vosso Impér,i,1
não sòmente a Lei de cima,\nMas inda vosso Impé,r,1
dem não sòmente a Lei de cima,\nMas inda vosso I,m,1
ndem não sòmente a Lei de cima,\nMas inda vosso ,I,1
tendem não sòmente a Lei de cima,\nMas inda voss,o,1
stendem não sòmente a Lei de cima,\nMas inda vos,s,1
nEstendem não sòmente a Lei de cima,\nMas inda v,o,1
\nEstendem não sòmente a Lei de cima,\nMas inda ,v,1
e\nEstendem não sòmente a Lei de cima,\nMas inda, ,1
 fervente\nEstendem não sòmente a Lei de cima,\n,M,1
e fervente\nEstendem não sòmente a Lei de cima,\,n,1
ido e fervente\nEstendem não sòmente a Lei de ci,m,1
�pido e fervente\nEstendem não sòmente a Lei de ,c,1
épido e fervente\nEstendem não sòmente a Lei de, ,1
ngue intrépido e fervente\nEstendem não sòmente, ,1
angue intrépido e fervente\nEstendem não sòment,e,1
sangue intrépido e fervente\nEstendem não sòmen,t,1
eu sangue intrépido e fervente\nEstendem não sò,m,1
seu sangue intrépido e fervente\nEstendem não s�,�,1
om seu sangue intrépido e fervente\nEstendem não, ,1
com seu sangue intrépido e fervente\nEstendem nã,o,1
nPois com seu sangue intrépido e fervente\nEstend,e,1
a,\nPois com seu sangue intrépido e fervente\nEst,e,1
ma,\nPois com seu sangue intrépido e fervente\nEs,t,1
tima,\nPois com seu sangue intrépido e fervente\n,E,1
stima,\nPois com seu sangue intrépido e fervente\,n,1
estima,\nPois com seu sangue intrépido e fervente,\,1
a estima,\nPois com seu sangue intrépido e ferven,t,1
ta estima,\nPois com seu sangue intrépido e ferve,n,1
uita estima,\nPois com seu sangue intrépido e fer,v,1
muita estima,\nPois com seu sangue intrépido e fe,r,1
em muita estima,\nPois com seu sangue intrépido e, ,1
 em muita estima,\nPois com seu sangue intrépido ,e,1
nde em muita estima,\nPois com seu sangue intrépi,d,1
tende em muita estima,\nPois com seu sangue intré,p,1
 tende em muita estima,\nPois com seu sangue intr�,�,1
os tende em muita estima,\nPois com seu sangue int,r,1
aleiros tende em muita estima,\nPois com seu sangu,e,1
valeiros tende em muita estima,\nPois com seu sang,u,1
1\nOs Cavaleiros tende em muita estima,\nPois com ,s,1
51\nOs Cavaleiros tende em muita estima,\nPois com, ,1
\n\n151\nOs Cavaleiros tende em muita estima,\nPoi,s,1
ro.\n\n151\nOs Cavaleiros tende em muita estima,\n,P,1
eiro.\n\n151\nOs Cavaleiros tende em muita estima,,\,1
heiro.\n\n151\nOs Cavaleiros tende em muita estima,,,1
nheiro.\n\n151\nOs Cavaleiros tende em muita estim,a,1
dinheiro.\n\n151\nOs Cavaleiros tende em muita est,i,1
 dinheiro.\n\n151\nOs Cavaleiros tende em muita es,t,1
ende nem dinheiro.\n\n151\nOs Cavaleiros tende em ,m,1
etende nem dinheiro.\n\n151\nOs Cavaleiros tende e,m,1
não pretende nem dinheiro.\n\n151\nOs Cavaleiros ,t,1
� não pretende nem dinheiro.\n\n151\nOs Cavaleiro,s,1
ia vã não pretende nem dinheiro.\n\n151\nOs Cava,l,1
ria vã não pretende nem dinheiro.\n\n151\nOs Cav,a,1
�ria vã não pretende nem dinheiro.\n\n151\nOs Ca,v,1
ória vã não pretende nem dinheiro.\n\n151\nOs C,a,1
lória vã não pretende nem dinheiro.\n\n151\nOs ,C,1
o\nGlória vã não pretende nem dinheiro.\n\n151\,n,1
deiro\nGlória vã não pretende nem dinheiro.\n\n,1,1
dadeiro\nGlória vã não pretende nem dinheiro.\n,\,1
erdadeiro\nGlória vã não pretende nem dinheiro.,\,1
 verdadeiro\nGlória vã não pretende nem dinheir,o,1
oso verdadeiro\nGlória vã não pretende nem dinh,e,1
Religioso verdadeiro\nGlória vã não pretende ne,m,1
 Religioso verdadeiro\nGlória vã não pretende n,e,1
bom Religioso verdadeiro\nGlória vã não pretend,e,1
e o bom Religioso verdadeiro\nGlória vã não pre,t,1
Que o bom Religioso verdadeiro\nGlória vã não p,r,1
o,\nQue o bom Religioso verdadeiro\nGlória vã n�,�,1
nto,\nQue o bom Religioso verdadeiro\nGlória vã ,n,1
vento,\nQue o bom Religioso verdadeiro\nGlória v�,�,1
 vento,\nQue o bom Religioso verdadeiro\nGlória v,�,1
�o por vento,\nQue o bom Religioso verdadeiro\nGl�,�,1
erão por vento,\nQue o bom Religioso verdadeiro\n,G,1
 terão por vento,\nQue o bom Religioso verdadeiro,\,1
o terão por vento,\nQue o bom Religioso verdadeir,o,1
ão terão por vento,\nQue o bom Religioso verdade,i,1
�ão terão por vento,\nQue o bom Religioso verdad,e,1
bição terão por vento,\nQue o bom Religioso ver,d,1
mbição terão por vento,\nQue o bom Religioso ve,r,1
ambição terão por vento,\nQue o bom Religioso v,e,1
a ambição terão por vento,\nQue o bom Religioso, ,1
 toda ambição terão por vento,\nQue o bom Relig,i,1
s; toda ambição terão por vento,\nQue o bom Rel,i,1
ns; toda ambição terão por vento,\nQue o bom Re,l,1
uns; toda ambição terão por vento,\nQue o bom R,e,1
omuns; toda ambição terão por vento,\nQue o bom, ,1
os\nComuns; toda ambição terão por vento,\nQue ,o,1
ícios\nComuns; toda ambição terão por vento,\n,Q,1
os vícios\nComuns; toda ambição terão por vent,o,1
los vícios\nComuns; toda ambição terão por ven,t,1
elos vícios\nComuns; toda ambição terão por ve,n,1
pelos vícios\nComuns; toda ambição terão por v,e,1
, pelos vícios\nComuns; toda ambição terão por, ,1
lina, pelos vícios\nComuns; toda ambição terão, ,1
plina, pelos vícios\nComuns; toda ambição terã,o,1
iplina, pelos vícios\nComuns; toda ambição ter�,�,1
ciplina, pelos vícios\nComuns; toda ambição ter,�,1
sciplina, pelos vícios\nComuns; toda ambição te,r,1
s, disciplina, pelos vícios\nComuns; toda ambiç�,�,1
jejuns, disciplina, pelos vícios\nComuns; toda am,b,1
om jejuns, disciplina, pelos vícios\nComuns; toda, ,1
nCom jejuns, disciplina, pelos vícios\nComuns; to,d,1
o,\nCom jejuns, disciplina, pelos vícios\nComuns;, ,1
mento,\nCom jejuns, disciplina, pelos vícios\nCom,u,1
o regimento,\nCom jejuns, disciplina, pelos vício,s,1
sso regimento,\nCom jejuns, disciplina, pelos víc,i,1
osso regimento,\nCom jejuns, disciplina, pelos ví,c,1
 por vosso regimento,\nCom jejuns, disciplina, pel,o,1
, por vosso regimento,\nCom jejuns, disciplina, pe,l,1
m, por vosso regimento,\nCom jejuns, disciplina, p,e,1
rem, por vosso regimento,\nCom jejuns, disciplina,, ,1
garem, por vosso regimento,\nCom jejuns, disciplin,a,1
e rogarem, por vosso regimento,\nCom jejuns, disci,p,1
De rogarem, por vosso regimento,\nCom jejuns, disc,i,1
cios\nDe rogarem, por vosso regimento,\nCom jejuns,,,1
ícios\nDe rogarem, por vosso regimento,\nCom jeju,n,1
cícios\nDe rogarem, por vosso regimento,\nCom jej,u,1
ercícios\nDe rogarem, por vosso regimento,\nCom j,e,1
xercícios\nDe rogarem, por vosso regimento,\nCom ,j,1
s exercícios\nDe rogarem, por vosso regimento,\nC,o,1
osos exercícios\nDe rogarem, por vosso regimento,,\,1
giosos exercícios\nDe rogarem, por vosso regiment,o,1
igiosos exercícios\nDe rogarem, por vosso regimen,t,1
m Religiosos exercícios\nDe rogarem, por vosso re,g,1
enham Religiosos exercícios\nDe rogarem, por voss,o,1
Tenham Religiosos exercícios\nDe rogarem, por vos,s,1
nTenham Religiosos exercícios\nDe rogarem, por vo,s,1
;\nTenham Religiosos exercícios\nDe rogarem, por ,v,1
o;\nTenham Religiosos exercícios\nDe rogarem, por, ,1
to;\nTenham Religiosos exercícios\nDe rogarem, po,r,1
talento;\nTenham Religiosos exercícios\nDe rogare,m,1
 talento;\nTenham Religiosos exercícios\nDe rogar,e,1
idas o talento;\nTenham Religiosos exercícios\nDe, ,1
vidas o talento;\nTenham Religiosos exercícios\nD,e,1
as vidas o talento;\nTenham Religiosos exercícios,\,1
das vidas o talento;\nTenham Religiosos exercício,s,1
�m das vidas o talento;\nTenham Religiosos exercí,c,1
êm das vidas o talento;\nTenham Religiosos exerc�,�,1
 têm das vidas o talento;\nTenham Religiosos exer,c,1
undo têm das vidas o talento;\nTenham Religiosos ,e,1
gundo têm das vidas o talento;\nTenham Religiosos, ,1
nSegundo têm das vidas o talento;\nTenham Religio,s,1
,\nSegundo têm das vidas o talento;\nTenham Relig,i,1
ios,\nSegundo têm das vidas o talento;\nTenham Re,l,1
cios,\nSegundo têm das vidas o talento;\nTenham R,e,1
fícios,\nSegundo têm das vidas o talento;\nTenha,m,1
ofícios,\nSegundo têm das vidas o talento;\nTenh,a,1
seus ofícios,\nSegundo têm das vidas o talento;\,n,1
em seus ofícios,\nSegundo têm das vidas o talent,o,1
i em seus ofícios,\nSegundo têm das vidas o tale,n,1
